cleaned_complaint;category;category_label
sir ji tube well provided government chandpur stopped working months requesting resolve soon;Agriculture & Rural Development;0
every day going work barhi road dug pipeline work 25 months ago still repaired kindly install streetlights stretch soon possible;Infrastructure & Roads;4
several incidents chain snatching near sultanpur market recently please look matter urgently;Safety & Public Welfare;6
people dumping waste open plot near chaibasa attracting stray animals waiting response;Waste Management;7
sir nearest hospital shivpuri far transport emergencies complaining long time;Public Health;5
woman living karra streetlight near girls hostel dumka feels unsafe walk night waiting response;Safety & Public Welfare;6
child unwell outbreak dengue bishnupur health department sprayed anything kindly take necessary action;Public Health;5
class 16 student silli computer lab school non functional long time please help us soon possible;Education;2
dear officer power supply dhanbad keeps going every time rains kindly take necessary action;Energy & Sustainability;3
respected sir madam strong chemical smell coming industrial area near jamtara every night please help us soon possible;Air & Environmental Pollution;1
dear officer nearest hospital netarhat far transport emergencies requesting resolve soon;Public Health;5
sir nearest hospital sultanpur far transport emergencies waiting response;Public Health;5
hello proper road signs dhanbad bypass accidents keep happening complaining long time;Infrastructure & Roads;4
resident devgarh water community well tastes salty unsafe drink;Water Quality & Sanitation;8
may concern government school building khunti leaking roof classes get disturbed rain requesting resolve soon;Education;2
one teacher entire primary school jamshedpur please send teachers school soon;Education;2
anganwadi centre lakhanpur distributed nutrition supplements months kindly arrange medicines health camp area;Public Health;5
parent student gumla school proper toilets girls school many students skip classes kindly take necessary action;Education;2
parent student jamtara school school boundary wall safe exam season please help us soon possible;Education;2
child unwell government hospital giridih always even basic medicines please send doctor health centre soon;Public Health;5
farming torpa many years fields flooded recent rains compensation given us kindly take necessary action;Agriculture & Rural Development;0
class 10 student deoghar computer lab school non functional long time kindly arrange missing textbooks exams;Education;2
sir ji cctv cameras installed near chaibasa market working months kindly send someone check soon possible;Safety & Public Welfare;6
respected authority received textbooks even though session started 39 months ago please help us soon possible;Education;2
stay near industrial area bundu brick kiln near village releases smoke day crops getting affected please help us soon possible;Air & Environmental Pollution;1
hello factory near bundu releases thick black smoke every day hard breathe requesting resolve soon;Air & Environmental Pollution;1
sir ji proper storage facility hazaribagh lot grain gets spoiled every year facing lot losses please help soon;Agriculture & Rural Development;0
hello footpath near jamshedpur broken long time difficult elderly people walk please repair road someone gets seriously hurt;Infrastructure & Roads;4
